,PRICE_DIFF,LSTM_B50_1_60k,LSTM_B50_2_65k,LSTM_B50_3_75k,LSTM_B50_Sharpe_14k,LSTM_B50_Dempster_55k,LSTM_B50_no_fees_1_70k,LSTM_B50_no_fees_2_65k,RNN_B50_1_70k,RNN_B50_2_60k,LSTM_B50_Stacked_N10_70k,LSTM_B50_Stacked_N20_70k,LSTM_B50_Stacked_N40_55k,SL_LSTM_B50_N30_50k,SL_RNN_B50_N30,SHOP_LSTM_B50_FEE20_68k,SHOP_RNN_B50_FEE20_60k,RECURRENT_LSTM_B50_REAL_FEE20_68k,RECURRENT_RNN_B50_REAL_FEE20_60k,RECURRENT_LSTM_B50_REAL_FEE20_SHAPRE_1k,RECURRENT_LSTM_B50_REAL_FEE20_Dempster025_1_50k,RECURRENT_LSTM_B50_REAL_FEE20_Dempster075_2_40k,RECURRENT_LSTM_B50_REAL_Stacked_adv_N20_1_59k,RECURRENT_LSTM_B50_REAL_Stacked_adv_N20_2_70k,RECURRENT_LSTM_B50_REAL_FEE20_Multi_0k,RECURRENT_LSTM_B50_REAL_FEE20_Sharpe_Sqrt,RECURRENT_LSTM_B50_REAL_FEE20_Multi_Dev_10k
10,-16526.317062667105,0.9999663829803466,0.9995556473731994,0.9999995827674866,0.4707383215427398,0.999678671360016,0.9986967444419858,0.9999998211860656,1.0,0.9999989867210388,0.999821960926056,1.0,1.0,0.9093447327613826,0.5455061197280884,0.99997878074646,1.0,0.99997878074646,1.0,0.4038558006286621,0.9999857544898986,0.9996377825736998,0.9999980330467224,0.9999946355819702,0.9999648332595824,-0.3908286094665527,0.9998900890350338
11,15277.720125500578,-0.9998820424079896,-1.0,-1.0,0.12464065849781038,-0.9808363914489746,-0.9990959763526914,-1.0,-1.0,-1.0,-0.9999999403953552,-0.9999995827674866,-0.999999225139618,-0.7748250961303712,-0.7545828223228453,-0.9999858140945432,-1.0,-0.9999858140945432,-1.0,-0.010623457841575144,-0.9973987340927124,-0.9995242357254028,-0.9732458591461182,-0.9992394447326656,0.9999664425849915,-0.3643730580806732,0.9999269247055051
12,14183.348660833202,0.9985612034797668,0.940299570560455,0.9915562272071842,0.4230036735534668,0.9813359379768372,0.9978975653648376,0.9847963452339172,1.0,1.0,0.9999710321426394,0.999993622303009,0.9999998807907106,0.3769592344760895,0.7150178551673889,0.9948747754096986,1.0,0.9948747754096986,1.0,0.04114403575658798,0.9999341368675234,0.9999843239784241,0.9988504052162168,0.9992974996566772,0.9999690651893616,-0.3527284860610962,0.999945044517517
13,-12037.82144633308,0.9999786615371704,0.9999240636825562,0.9999997615814208,0.3571639657020569,0.9999670386314392,0.9998968243598938,1.0,1.0,0.9999952316284176,0.9999957680702208,1.0,0.9999970197677612,0.3299956619739532,-0.09038214385509492,0.9999911785125732,0.9999998807907106,0.9999911785125732,0.9999998807907106,-0.06150419637560844,0.9999959468841552,0.9999819993972776,0.999998390674591,0.9999951720237734,0.9999705553054808,-0.3474207818508148,0.9999507665634156
14,-19063.260957833496,-0.999829351902008,-0.9999998807907106,-1.0,0.047701902687549584,-0.9959875941276553,-0.9984515905380248,-1.0,-1.0,-1.0,-1.0,-0.9999991059303284,-1.0,-0.6486501693725586,-0.5861796140670776,-0.9999978542327882,-1.0,-0.9999978542327882,-1.0,-0.0425884760916233,-0.9994875192642214,-0.9999096393585204,-0.9821972250938416,-0.9995877742767334,0.9999706745147704,-0.34230282902717596,0.9999513030052184
15,7829.269270333694,-0.9999989867210388,-1.0,-1.0,0.3383770287036896,-0.9997487664222718,-0.9999760389328002,-1.0,-1.0,-0.9995403885841372,-1.0,-0.9999990463256838,-0.9999882578849792,-0.5948888063430785,-0.03549106419086456,-0.9999992847442626,-0.9999999403953552,-0.9999992847442626,-0.9999999403953552,0.18393638730049133,-0.9997698068618776,-0.9999929666519166,-0.939663052558899,-0.9987748861312864,0.9999711513519288,-0.3415724635124206,0.9999524354934692
16,6839.085067666137,0.987432599067688,-0.9748469591140748,0.9999406933784484,0.06933556497097015,0.7830073237419128,0.989272117614746,0.9513547420501712,1.0,0.9999997019767758,1.0,0.9999997615814208,0.9999999403953552,0.2941458821296692,0.3811187446117401,0.9999008774757384,0.9999999403953552,0.9999008774757384,0.9999999403953552,0.08049853146076201,0.9999851584434508,0.9999877214431762,0.9978463053703308,0.9997758269309996,0.9999714493751524,-0.3463281691074372,0.9999539852142334
17,-887.1139478331897,0.998543918132782,0.5956538915634156,0.9999998807907106,0.07811185717582703,0.9997805953025818,0.9993163943290712,0.9999997019767758,0.9999992847442626,0.9983271956443788,0.9999954104423524,-0.9927782416343692,0.9952635765075684,0.17781493067741394,-0.3196168541908264,0.9999712109565734,0.9999923706054691,0.9999712109565734,0.9999923706054691,-0.03242155909538269,0.9999601244926452,0.9994590878486632,0.999998390674591,0.9999978542327882,0.9999715685844418,-0.3455343842506409,0.999954700469971
18,-3702.340603000018,-0.999991238117218,-0.9999989867210388,-1.0,-0.1454346776008606,-0.9999876618385316,-0.910620093345642,-1.0,0.8231047987937926,-0.9999775290489196,-1.0,-0.9999996423721312,-1.0,-0.1711288690567017,-0.0263687614351511,-0.9974645972251892,-0.8370373249053955,-0.9974645972251892,-0.8370373249053955,-0.2569754123687744,-0.9788690209388734,-0.956603169441223,-0.9856484532356262,-0.9978382587432858,0.9999716281890868,-0.34454843401908875,0.9999550580978394
19,-1873.0453770001184,-0.9999997615814208,-1.0,-1.0,-0.1822287738323212,-1.0,-0.9994219541549684,-1.0,-0.9978061914443968,-0.7480634450912474,-1.0,-0.9999990463256838,-1.0,-0.17817817628383634,0.12709809839725494,-0.9999997615814209,-0.999678671360016,-0.9999997615814209,-0.999678671360016,-0.2528457641601562,-0.9999820590019226,-0.9999955296516418,-0.8282192945480346,-0.9999570250511168,0.9999716281890868,-0.3450740575790405,0.9999551773071288
20,-3483.0992801664397,-0.994294822216034,-0.9997412562370304,-0.9999921321868896,-0.10873723775148393,-0.9992461800575256,-0.93505859375,-0.9999952316284176,-0.9998711943626404,-0.9970113039016724,-0.9974299669265748,1.0,0.9937197566032407,-0.06329950690269473,-0.16689839959144592,0.9381319880485536,-0.9877511858940126,0.9381319880485536,-0.9877511858940126,-0.08559460192918777,-0.9820231199264526,-0.17097802460193634,-0.8604092001914977,-0.9978686571121216,0.9999716281890868,-0.34522041678428644,0.9999551773071288
21,-5958.3299393332545,-0.9999924302101136,-0.9999998807907106,-1.0,-0.10466889292001726,-0.9999998211860656,-0.9982450008392332,-0.9997294545173644,-0.9996183514595034,0.9991699457168578,-1.0,-0.999998390674591,-0.9999891519546508,-0.13866916298866272,-0.2732197940349579,-0.9999620318412782,-0.9944166541099548,-0.9999620318412782,-0.9944166541099548,-0.09516293555498123,-0.9999946355819702,-0.9999847412109376,-0.9464436769485473,-0.9951980710029602,0.9999716877937316,-0.3452049791812897,0.9999552369117736
22,-14772.293151666874,-0.9999938011169432,-0.9999746680259703,-1.0,-0.06468044966459274,-0.9999998211860656,-0.9998884797096254,-0.999987244606018,-0.9999995231628418,-0.9999960064888,-0.9999998807907106,-0.9999921321868896,-0.9276280999183654,-0.19572728872299205,0.10424245148897172,-0.9999992251396179,-0.9999253153800962,-0.9999992251396179,-0.9999253153800962,-0.08838985115289688,-0.9999977350234984,-0.999992609024048,-0.9621224403381348,-0.9970917105674744,0.9999716877937316,-0.3451985120773316,0.9999552369117736
23,-16958.602129499894,-0.9999999403953552,-1.0,-1.0,0.16768650710582733,-1.0,-0.9999988079071046,-1.0,-1.0,-0.9999642968177794,-0.6318978071212769,-0.9999998807907106,0.9570406675338744,-0.460515171289444,-0.3388774991035461,-1.0,-0.9999996423721312,-1.0,-0.9999996423721312,0.10459034889936447,-0.9999986886978148,-0.9999970197677612,-0.9097424149513244,-0.9971112608909602,0.9999716877937316,-0.3451019525527954,0.999955415725708
24,-66.37318450002931,-0.9999997019767758,-0.9999999403953552,-1.0,0.30039703845977783,-0.9999999403953552,-0.9999987483024596,-1.0,-1.0,-0.9999875426292418,-0.9998633265495298,-0.999999225139618,-0.9999961256980898,-0.39930596947669983,-0.3844173550605773,-1.0,-0.9999998807907106,-1.0,-0.9999998807907106,0.329545795917511,-0.999990820884704,-0.9999982714653016,-0.9030919671058654,-0.9985596537590024,0.9999716281890868,-0.3442493677139282,0.9999550580978394
25,21187.74431400001,-0.9959756731987002,-0.9313246011734008,0.008857921697199345,-0.08992822468280792,-0.999996840953827,-0.5854933857917786,-0.9844419360160831,0.9996395111083984,0.9809319972991942,1.0,1.0,0.9999998807907106,0.21402798593044284,0.2946248650550842,0.9999992251396179,0.9999529719352722,0.9999992251396179,0.9999529719352722,0.06223003566265106,-0.6452623605728148,0.922492742538452,0.2810208797454833,0.997661054134369,0.9999716877937316,-0.3449856340885162,0.9999548792839048
26,-6222.370577500318,0.9999477863311768,0.9998894929885864,1.0,0.04968631267547608,0.9995007514953612,0.9999235272407534,0.9999947547912597,1.0,0.9999971389770508,1.0,1.0,1.0,0.7349549531936646,0.5491995811462401,1.0,1.0,1.0,1.0,-0.016073569655418396,0.9999994039535522,0.9999891519546508,0.9999942779541016,0.999993443489075,0.999971807003021,-0.35021999478340143,0.9999556541442872
